Bug ID,Bug Title,Steps,Module,Module Wise,Expected Results,Actual Results,Acceptance Criteria
BUG-0446,ATM withdrawal receipt missing #445,Step 1: Login to banking portal -> Step 2: Navigate to Statements -> Step 3: Select account -> Step 4: Apply filter by transaction type (Credit/Debit/All) -> Step 5: Set date range -> Step 6: Click Search -> Step 7: Verify filtered results match criteria -> Step 8: Check pagination for large datasets,Statements,Statements Wise,"Transaction filters (credit/debit/all, date range) should return accurate results matching the selected criteria",System failed to perform as expected,Operation must meet functional and business requirements
BUG-0447,Interest calculation incorrect for savings #446,Step 1: Open mobile banking app -> Step 2: Login -> Step 3: Go to Settings > Profile -> Step 4: Tap Update Email/Phone -> Step 5: Enter new contact details -> Step 6: Verify OTP on old and new number/email -> Step 7: Confirm update success message,Mobile Banking,Mobile Banking Wise,Quick transfer via mobile app should be processed instantly with real-time balance update and SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0448,Interest calculation incorrect for savings #447,"Step 1: Login to mobile banking app -> Step 2: Go to Settings > Push Notifications -> Step 3: Toggle ON/OFF for different categories (Transactions, Offers, Security) -> Step 4: Save settings -> Step 5: Trigger a relevant event -> Step 6: Verify push notification received/not received based on settings",Notifications,Notifications Wise,Push notification preferences should be saved correctly and notifications should be sent or suppressed based on the configured settings,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0449,ATM withdrawal receipt missing #448,Step 1: Login to banking app -> Step 2: Go to Credit Cards > Manage Card -> Step 3: Select card to modify -> Step 4: Click Set/Update Transaction Limit -> Step 5: Enter new domestic and international limits -> Step 6: Authenticate via OTP -> Step 7: Verify limit update confirmation,Credit Cards,Credit Cards Wise,Transaction limits (domestic and international) should be updated successfully after OTP verification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0450,Funds transfer not updating balance #449,Step 1: Login to net banking -> Step 2: Go to Bill Payments > Scheduled Payments -> Step 3: Click Add New Schedule -> Step 4: Select biller and enter details -> Step 5: Set payment frequency (Monthly/Quarterly) -> Step 6: Set start date and end date -> Step 7: Confirm auto-pay setup -> Step 8: Verify scheduled payment appears in list,Bill Payments,Bill Payments Wise,"Bill amount should be fetched and displayed correctly for the selected biller and consumer number, and payment should be processed with a confirmation receipt",System failed to perform as expected,Operation must meet functional and business requirements
BUG-0451,Login fails with valid credentials #450,Step 1: Login to the banking portal -> Step 2: Navigate to Account Management section -> Step 3: Click Open New Account -> Step 4: Select account type (Savings/Current/Fixed Deposit) -> Step 5: Fill in personal details and nominee information -> Step 6: Upload KYC documents -> Step 7: Review and submit application -> Step 8: Verify account opening request confirmation,Account Management,Account Management Wise,Address update request should be submitted and marked as pending approval with an estimated processing timeline,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0452,Interest calculation incorrect for savings #451,"Step 1: Login to the banking portal -> Step 2: Navigate to Statements section -> Step 3: Select account number from dropdown -> Step 4: Choose statement period (From Date - To Date) -> Step 5: Click Generate Statement -> Step 6: Verify transactions listed with date, description, debit, credit, and balance columns -> Step 7: Click Download as PDF/CSV",Statements,Statements Wise,E-statement should be delivered to the registered email address within 5 minutes with a valid PDF attachment,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0453,ATM withdrawal receipt missing #452,Step 1: Login to banking app -> Step 2: Go to Credit Cards > Manage Card -> Step 3: Select card to modify -> Step 4: Click Set/Update Transaction Limit -> Step 5: Enter new domestic and international limits -> Step 6: Authenticate via OTP -> Step 7: Verify limit update confirmation,Credit Cards,Credit Cards Wise,"Credit card statement should display all transactions for the current billing cycle with correct amounts, dates, and merchant details",System failed to perform as expected,Operation must meet functional and business requirements
BUG-0454,Interest calculation incorrect for savings #453,Step 1: Login to the banking portal -> Step 2: Navigate to Bill Payments section -> Step 3: Select biller category (Electricity/Water/Gas/Telecom) -> Step 4: Choose biller name from list -> Step 5: Enter consumer/account number -> Step 6: Fetch bill amount -> Step 7: Verify bill details displayed -> Step 8: Select payment account -> Step 9: Click Pay Now -> Step 10: Verify payment confirmation and transaction reference,Bill Payments,Bill Payments Wise,Auto-pay setup should debit the correct amount from the selected account on the scheduled date and send a payment confirmation notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0455,Duplicate transaction in statement #454,Step 1: Login to net banking -> Step 2: Go to Funds Transfer > NEFT/RTGS -> Step 3: Choose registered beneficiary -> Step 4: Enter amount exceeding daily limit -> Step 5: Click Submit -> Step 6: Verify daily limit exceeded error is displayed,Funds Transfer,Funds Transfer Wise,IMPS transfer should be completed instantly and both sender and receiver should receive real-time SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0456,Duplicate transaction in statement #455,"Step 1: Login to mobile banking app -> Step 2: Go to Settings > Push Notifications -> Step 3: Toggle ON/OFF for different categories (Transactions, Offers, Security) -> Step 4: Save settings -> Step 5: Trigger a relevant event -> Step 6: Verify push notification received/not received based on settings",Notifications,Notifications Wise,Push notification preferences should be saved correctly and notifications should be sent or suppressed based on the configured settings,System failed to perform as expected,Operation must meet functional and business requirements
